id,category,pdf,page,terms_in_source,terms_applied,terms_missed,english_leaks,row_hit_rate
f15ad8f0e601f328,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0043-01.pdf,2,,,,,
8fca48c419a79847,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0043-01.pdf,2,helmet (×2),helmet→casco,,,2/2
54055c5ab294e014,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0043-01.pdf,2,breathing tube (×1) | helmet (×1),breathing tube→tubo respirador | helmet→casco,,,2/2
04f87f5eaf546d06,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0043-01.pdf,2,breathing tube (×1),breathing tube→tubo respirador,,,1/1
4c0dd8c9f9851da3,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0043-01.pdf,3,,,,,
a4bf2e9b90cdea32,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0043-01.pdf,3,,,,,
abe5bd68d1420d41,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0043-01.pdf,3,helmet (×1),helmet→casco,,,1/1
d48d58126cef9f48,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0043-01.pdf,4,respirator airline filter (×1),respirator airline filter→filtro operario,,,1/1
2669932b544a93ba,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0043-01.pdf,4,helmet (×1),helmet→casco,,,1/1
db7b0be4c32a2f5f,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0043-01.pdf,4,helmet (×2),helmet→casco,,,2/2
854b35c20a7484da,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0043-01.pdf,4,helmet (×1),helmet→casco,,,1/1
fd4f9922c7a2f342,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0043-01.pdf,5,,,,,
b4c37b84fd388663,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0043-01.pdf,5,helmet (×1),helmet→casco,,,1/1
74815ab70311c53f,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0043-01.pdf,5,helmet (×1),helmet→casco,,,1/1
62cd38892652d1ef,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0043-01.pdf,5,,,,,
d313b9e7857f7a74,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0043-01.pdf,5,helmet (×1),helmet→casco,,,1/1
df268076a51acc57,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0043-01.pdf,5,helmet (×1),helmet→casco,,,1/1
a7f211e003f22ca3,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0043-01.pdf,5,Panblast (×1),Panblast→Panblast,,,1/1
10109d9b408fdabb,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0043-01.pdf,6,,,,,
55cfcf0dde83dae3,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0043-01.pdf,6,,,,,
fa319f54488eda3c,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0043-01.pdf,6,,,,,
921d7f80ef041195,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,1,,,,,
9eab42512e4df3f3,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,1,Panblast (×2) | helmet (×1) | Titan (×1),Panblast→Panblast | helmet→casco | Titan→Titan,,,4/4
bd812ccb7b342179,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,2,Panblast (×1) | helmet (×2) | Titan (×1),Panblast→Panblast | helmet→casco | Titan→Titan,,,4/4
b14893ebe4a07484,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,2,,,,,
1079a481a3aed816,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,2,,,,,
13787612d6f03204,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,2,,,,,
4afe00dee8491e27,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,2,,,,,
adf75dc84e54b44b,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,2,,,,,
7fc567e4faf66d64,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,2,,,,,
8a8181edbd6d2637,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,2,,,,,
394563bfa03e1480,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,2,,,,,
21d5a401192e9165,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,2,respirator airline hose (×1),respirator airline hose→manguera atoxica,,,1/1
18f47f5e13f82acf,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,2,,,,,
cc267c29f2f650ef,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,2,helmet (×1),helmet→casco,,,1/1
e03d236413ff202e,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,2,,,,,
9d56ba560a32b76d,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,2,helmet (×1),helmet→casco,,,1/1
250e6f5cdd8c27f4,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,2,respirator airline hose (×1) | breathing tube (×1) | helmet (×1),respirator airline hose→manguera atoxica | breathing tube→tubo respirador | helmet→casco,,,3/3
aa14566423f1184f,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,2,air cooling controller (×1) | helmet (×1),air cooling controller→cooler de casco | helmet→casco,,,2/2
6a8f5a87d671b72e,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,2,helmet (×2),helmet→casco,,,2/2
49ffeac8cddd2f5f,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,2,,,,,
54f15a3a1236a27b,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,2,,,,,
977189429845aa33,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,2,helmet (×1),helmet→casco,,,1/1
fec0ac6202a58dcb,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,2,helmet (×1),helmet→casco,,,1/1
2b53d4cce6770712,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,2,,,,,
721a222fb592b0c5,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,3,helmet (×1),helmet→casco,,,1/1
1b1375aa42cb74ae,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,3,helmet (×1),helmet→casco,,,1/1
998765ad325f8959,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,3,helmet (×1),helmet→casco,,,1/1
488d803bedbb164b,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,3,helmet (×1),helmet→casco,,,1/1
6c4fca0576f11fc8,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,3,,,,,
43e57bd8229a64a2,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,3,helmet (×1),helmet→casco,,,1/1
647ab635607d8a99,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,3,air cooling controller (×1),air cooling controller→cooler de casco,,,1/1
3db4c343f7acd1a1,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,3,,,,,
2ccf5085ad24400b,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,3,,,,,
09b8e7d5fb1ca43a,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,3,helmet (×1),helmet→casco,,,1/1
dea2635e4cea263e,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,3,,,,,
b0168f3635616414,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,3,respirator airline hose (×1),respirator airline hose→manguera atoxica,,,1/1
97626d681a075bd2,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,3,,,,,
62c36ec5b5fc2019,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,3,,,,,
7faa44d5aa3c2088,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,3,,,,,
ce03bc0bf321ce82,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,3,,,,,
3df8472aa7e86652,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,3,helmet (×1),helmet→casco,,,1/1
cf28309314d51869,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,3,helmet (×1),helmet→casco,,,1/1
aa3449425dd391e2,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,3,helmet (×1),helmet→casco,,,1/1
34b0b089f964c833,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,3,,,,,
a25573af907d84d4,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,3,helmet (×1),helmet→casco,,,1/1
e06f9814ea918a9b,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,3,,,,,
2de6d4727131d7e1,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,3,,,,,
a9a6e177125407b0,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,3,,,,,
ff97aa291445f4ca,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,3,,,,,
2e95ae3a8c619e86,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,3,,,,,
dffe3797a0862134,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,3,,,,,
cc35bc5f98df7960,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,3,,,,,
c81b0e1308df72ce,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,3,,,,,
7aa2f380b0e4b52a,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,3,,,,,
bb35d235d218f7f0,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,3,,,,,
d01b15fa8f0a79c0,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,3,,,,,
982b3a0e5b0bdb6b,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,3,,,,,
29e40751df72f82f,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,3,,,,,
13b1c368a66895c0,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,3,,,,,
97e87f9bf14bfa88,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,3,,,,,
5605b57fc9745d6d,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,4,,,,,
86f88deb6971765b,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,4,respirator airline filter (×1) | Panblast (×1) | PBF (×2),respirator airline filter→filtro operario | Panblast→Panblast | PBF→PBF,,,4/4
6244c04e60ce7799,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,4,,,,,
f6b6cd2c1f4a7c4c,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,4,,,,,
4f679334427cd1e7,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,4,,,,,
3e375a35cc04544f,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,4,helmet (×1),helmet→casco,,,1/1
5c0256405d18ae19,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,4,,,,,
861e08f989783637,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,4,inner lens (×1) | helmet (×1),inner lens→lámina interior | helmet→casco,,,2/2
eff8d1d592b4382e,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,4,outer lens (×1),outer lens→lámina exterior,,,1/1
aa33c95e7477ad1b,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,4,,,,,
12cebaebe1f879b2,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,4,helmet (×1),helmet→casco,,,1/1
ab6ba6c953c6c678,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,4,outer lens (×1),outer lens→lámina exterior,,,1/1
1f11eb436fb9ba2e,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,4,,,,,
9c515ae418aaa105,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,4,sealing band (×1) | cape (×2),sealing band→banda de goma | cape→capa,,,3/3
f45938a88188b4ce,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,4,breathing tube (×1),breathing tube→tubo respirador,,,1/1
90353e83b3a65c6c,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,4,,,,,
fafbd01c98df84bc,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,5,breathing tube (×2) | helmet (×2),breathing tube→tubo respirador | helmet→casco,,,4/4
07e59ec16d5ff729,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,5,helmet (×1),helmet→casco,,,1/1
15d4c3205758bfe6,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,5,helmet (×1),helmet→casco,,,1/1
c8504d560a5ebd18,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,5,helmet (×1),helmet→casco,,,1/1
231351c42740f53d,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,5,air cooling controller (×1) | breathing tube (×1),air cooling controller→cooler de casco | breathing tube→tubo respirador,,,2/2
b7cee25ca5dae2a2,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,5,,,,,
36b8ef662b694f9a,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,5,breathing tube (×1),breathing tube→tubo respirador,,,1/1
3bff0a78a8ec1e3a,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,5,respirator airline hose (×2) | air cooling controller (×1),respirator airline hose→manguera atoxica | air cooling controller→cooler de casco,,,3/3
ae22f015cc1b8a82,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,5,respirator airline filter (×1) | respirator airline hose (×1),respirator airline filter→filtro operario | respirator airline hose→manguera atoxica,,,2/2
b898798edf494929,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,5,,,,,
d569809f5869be22,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,6,,,,,
ba0e3b9328cc11d8,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,6,,,,,
2e585669de9ac26d,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,6,Panblast (×1) | helmet (×1) | Titan (×1),Panblast→Panblast | helmet→casco | Titan→Titan,,,3/3
c19c286192cddace,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,6,,,,,
764c9eeb4c30a754,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,6,helmet (×1),helmet→casco,,,1/1
8afd2e83977ad278,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,6,,,,,
d7355934e8cea35f,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,6,helmet (×1),helmet→casco,,,1/1
28cde2318f4f00af,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,6,,,,,
b4e109d1e087aa54,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,6,cape (×2),cape→capa,,,2/2
c260045ea24e3d9c,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,6,helmet (×1) | Titan (×1) | cape (×1),helmet→casco | Titan→Titan | cape→capa,,,3/3
1a5347c7b7df877a,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,6,cape (×3),cape→capa,,,3/3
3b441adb12623910,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,6,cape (×2),cape→capa,,,2/2
1637c23db126a5a0,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,6,air cooling controller (×1),air cooling controller→cooler de casco,,,1/1
98306ab68f396971,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,6,helmet (×1),helmet→casco,,,1/1
b7a7b0c087622b10,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,6,helmet (×1),helmet→casco,,,1/1
c1f72cbb0fa889f5,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,7,,,,,
7f3f3df05142b409,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,7,air cooling controller (×1) | helmet (×1),air cooling controller→cooler de casco | helmet→casco,,,2/2
e7a8ededbe9f4fd9,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,7,,,,,
5bdc7edc72272e57,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,7,air cooling controller (×1) | helmet (×1),air cooling controller→cooler de casco | helmet→casco,,,2/2
3044944ca165f153,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,7,air cooling controller (×1),air cooling controller→cooler de casco,,,1/1
5a2a0e00297fc66a,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,7,air cooling controller (×1),air cooling controller→cooler de casco,,,1/1
fb41df033a224c79,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,7,air cooling controller (×1) | helmet (×1),air cooling controller→cooler de casco | helmet→casco,,,2/2
c763ee54a1f89917,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,7,,,,,
a40a0def0edcce51,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,7,helmet (×1),helmet→casco,,,1/1
4cdd22f44da07ad1,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,7,,,,,
40242bdb8de2156c,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,7,helmet (×2) | cape (×1),helmet→casco | cape→capa,,,3/3
3f11bf1831497dc5,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,7,helmet (×1),helmet→casco,,,1/1
3a247823159269ba,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,7,respirator airline filter (×1),respirator airline filter→filtro operario,,,1/1
104df09303aafd3d,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,7,helmet (×1),helmet→casco,,,1/1
5985994ec392548f,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,7,cape (×1),cape→capa,,,1/1
b06796c78796c882,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,7,helmet (×1),helmet→casco,,,1/1
a36c4f78445a01d7,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,7,,,,,
45835514f6299b78,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,8,Panblast (×1),Panblast→Panblast,,,1/1
db3f5db2b791d685,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,8,Panblast (×1) | helmet (×1) | Titan (×1),Panblast→Panblast | helmet→casco | Titan→Titan,,,3/3
1c3e78c059fd7fea,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,8,helmet (×2),helmet→casco,,,2/2
a109d5b539887926,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,8,helmet (×1),helmet→casco,,,1/1
466e93d4fcaee937,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,8,breathing tube (×1),breathing tube→tubo respirador,,,1/1
35fed2c5db8c6884,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,8,breathing tube (×1) | helmet (×1),breathing tube→tubo respirador | helmet→casco,,,2/2
9fe33eac2b922919,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,8,,,,,
5054b7688489574e,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,8,,,,,
d403c578dac5f147,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,8,helmet (×1),helmet→casco,,,1/1
2fbe93e94372c867,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,8,,,,,
83778b43963d9099,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,8,helmet (×1),helmet→casco,,,1/1
9993c3de220c198e,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,8,cape (×1),cape→capa,,,1/1
553ac7d4d203238c,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,8,cape (×1),cape→capa,,,1/1
c2cededff11c7838,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,8,cape (×1),cape→capa,,,1/1
c3119ac1bc087c1b,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,8,,,,,
ea79574138050e9c,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,8,sealing band (×1) | helmet (×1) | cape (×2),sealing band→banda de goma | helmet→casco | cape→capa,,,4/4
5c41182f1d005758,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,8,sealing band (×1),sealing band→banda de goma,,,1/1
399f489775ccd69e,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,8,cape (×2),cape→capa,,,2/2
e8be6247c3262d14,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,8,helmet (×1) | cape (×1),helmet→casco | cape→capa,,,2/2
4bde115dd8a9ad88,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,8,sealing band (×1) | cape (×1),sealing band→banda de goma | cape→capa,,,2/2
69e31789cebb8ed2,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,9,sealing band (×1) | helmet (×1),sealing band→banda de goma | helmet→casco,,,2/2
0d33c1dc6b6fff41,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,9,Titan (×1),Titan→Titan,,,1/1
815f81d3f711242a,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,9,,,,,
f898f87a540e27c7,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,9,,,,,
e9f4cdefe2fa15c5,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,9,,,,,
754e158134a7ec5a,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,9,,,,,
36b20db0d6ba8786,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,9,,,,,
809ed4fbb4e427ff,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,9,helmet (×1),helmet→casco,,,1/1
1f87b651eaab97c5,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,9,helmet (×1),helmet→casco,,,1/1
87a807a972e7e190,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,9,inner lens (×1),inner lens→lámina interior,,,1/1
09b75436b12df6f0,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,9,inner lens (×1) | helmet (×1),inner lens→lámina interior | helmet→casco,,,2/2
337f85cbef6c72cc,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,9,helmet (×1),helmet→casco,,,1/1
377a374cfbca6d32,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,9,helmet (×1),helmet→casco,,,1/1
08719df4c52e22e9,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,10,helmet (×1),helmet→casco,,,1/1
832863312b512359,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,10,,,,,
71ab8f0bbaeecf5f,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,10,helmet (×1),helmet→casco,,,1/1
c5d0930dcaa053da,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,10,helmet (×1),helmet→casco,,,1/1
eac427704e7e20e2,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,10,helmet (×1),helmet→casco,,,1/1
5482dc203628b7f0,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,10,helmet (×1),helmet→casco,,,1/1
835516f9515d1bf4,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,10,,,,,
748b363e6856f607,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,10,,,,,
769423bb19095e5e,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0055-00.pdf,12,helmet (×1) | Titan (×1),helmet→casco | Titan→Titan,,,2/2
74ec409002e72b77,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0078-01.pdf,1,,,,,
7e932818150fbe1d,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0078-01.pdf,1,Panblast (×1) | helmet (×1) | Cosmo (×1),Panblast→Panblast | helmet→casco | Cosmo→Cosmo,,,3/3
5de958e2340d2763,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0078-01.pdf,2,Panblast (×1) | helmet (×2) | Cosmo (×1),Panblast→Panblast | helmet→casco | Cosmo→Cosmo,,,4/4
e47564a885edbc95,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0078-01.pdf,2,,,,,
318771bb3e128549,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0078-01.pdf,2,,,,,
ff22a56a169bed2f,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0078-01.pdf,2,,,,,
ebb10e0f2687384a,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0078-01.pdf,2,,,,,
1975f2f885d0991c,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0078-01.pdf,2,,,,,
9920181fe5428b9b,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0078-01.pdf,2,,,,,
4d3084c0178fccce,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0078-01.pdf,2,,,,,
fa521bf502865497,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0078-01.pdf,2,,,,,
5abec2bec15a0ee3,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0078-01.pdf,2,,,,,
32fe8b03098ffe81,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0078-01.pdf,2,,,,,
fdd3dbdce0d4df01,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0078-01.pdf,2,helmet (×1),helmet→casco,,,1/1
9c65a109dd9f0a80,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0078-01.pdf,2,,,,,
9b50ecc0ec590bc8,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0078-01.pdf,2,,,,,
36610875cc062ac0,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0078-01.pdf,2,,,,,
368e068b463e6224,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0078-01.pdf,2,helmet (×1),helmet→casco,,,1/1
6e635259abf6d467,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0078-01.pdf,2,breathing tube (×1) | helmet (×1),breathing tube→tubo respirador | helmet→casco,,,2/2
dce7549f99ea17a8,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0078-01.pdf,2,air cooling controller (×1) | helmet (×3),air cooling controller→cooler de casco | helmet→casco,,,4/4
7d1ebc94ab9a7a0a,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0078-01.pdf,2,,,,,
600865067a5d4c43,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0078-01.pdf,3,,,,,
39cd818c47d36810,supplied_air_respirator_helmets_and_accessories,ZVP-PC-0078-01.pdf,3,,,,,
